Lot #,Lot URL,Expected Time,Current Time,Status,Note
547,https://dome-auctions.com/administration/auctions/1001/lots/1425/update/,15:49,17:36:00,Updated,Time changed
548,https://dome-auctions.com/administration/auctions/1001/lots/1425/update/,15:49,15:49:00,Updated,Time changed
549,https://dome-auctions.com/administration/auctions/1001/lots/1426/update/,15:49,17:36:00,Updated,Time changed
550,https://dome-auctions.com/administration/auctions/1001/lots/1426/update/,15:49,15:49:00,Updated,Time changed
551,https://dome-auctions.com/administration/auctions/1001/lots/1427/update/,15:50,17:40:00,Updated,Time changed
552,https://dome-auctions.com/administration/auctions/1001/lots/1427/update/,15:50,15:50:00,Updated,Time changed
553,https://dome-auctions.com/administration/auctions/1001/lots/1428/update/,15:50,17:40:00,Updated,Time changed
554,https://dome-auctions.com/administration/auctions/1001/lots/1428/update/,15:50,15:50:00,Updated,Time changed
555,https://dome-auctions.com/administration/auctions/1001/lots/1429/update/,15:50,17:40:00,Updated,Time changed
556,https://dome-auctions.com/administration/auctions/1001/lots/1429/update/,15:51,15:50:00,Updated,Time changed
557,https://dome-auctions.com/administration/auctions/1001/lots/1430/update/,15:51,17:40:00,Updated,Time changed
558,https://dome-auctions.com/administration/auctions/1001/lots/1430/update/,15:51,15:51:00,Updated,Time changed
559,https://dome-auctions.com/administration/auctions/1001/lots/1431/update/,15:51,17:40:00,Updated,Time changed
560,https://dome-auctions.com/administration/auctions/1001/lots/1431/update/,15:51,15:51:00,Updated,Time changed
561,https://dome-auctions.com/administration/auctions/1001/lots/1432/update/,15:52,17:44:00,Updated,Time changed
562,https://dome-auctions.com/administration/auctions/1001/lots/1432/update/,15:52,15:52:00,Updated,Time changed
563,https://dome-auctions.com/administration/auctions/1001/lots/1433/update/,15:52,17:44:00,Updated,Time changed
564,https://dome-auctions.com/administration/auctions/1001/lots/1433/update/,15:52,15:52:00,Updated,Time changed
565,https://dome-auctions.com/administration/auctions/1001/lots/1434/update/,15:52,17:44:00,Updated,Time changed
566,https://dome-auctions.com/administration/auctions/1001/lots/1434/update/,15:53,15:52:00,Updated,Time changed
567,https://dome-auctions.com/administration/auctions/1001/lots/1435/update/,15:53,17:44:00,Updated,Time changed
568,https://dome-auctions.com/administration/auctions/1001/lots/1435/update/,15:53,15:53:00,Updated,Time changed
569,https://dome-auctions.com/administration/auctions/1001/lots/1436/update/,15:53,17:44:00,Updated,Time changed
570,https://dome-auctions.com/administration/auctions/1001/lots/1436/update/,15:53,15:53:00,Updated,Time changed
571,https://dome-auctions.com/administration/auctions/1001/lots/1437/update/,15:54,17:48:00,Updated,Time changed
572,https://dome-auctions.com/administration/auctions/1001/lots/1437/update/,15:54,15:54:00,Updated,Time changed
573,https://dome-auctions.com/administration/auctions/1001/lots/1438/update/,15:54,17:48:00,Updated,Time changed
574,https://dome-auctions.com/administration/auctions/1001/lots/1438/update/,15:54,15:54:00,Updated,Time changed
575,https://dome-auctions.com/administration/auctions/1001/lots/1439/update/,15:54,17:48:00,Updated,Time changed
576,https://dome-auctions.com/administration/auctions/1001/lots/1439/update/,15:55,15:54:00,Updated,Time changed
577,https://dome-auctions.com/administration/auctions/1001/lots/1440/update/,15:55,17:48:00,Updated,Time changed
578,https://dome-auctions.com/administration/auctions/1001/lots/1440/update/,15:55,15:55:00,Updated,Time changed
579,https://dome-auctions.com/administration/auctions/1001/lots/1441/update/,15:55,17:48:00,Updated,Time changed
580,https://dome-auctions.com/administration/auctions/1001/lots/1441/update/,15:55,15:55:00,Updated,Time changed
581,https://dome-auctions.com/administration/auctions/1001/lots/1442/update/,15:56,17:52:00,Updated,Time changed
582,https://dome-auctions.com/administration/auctions/1001/lots/1442/update/,15:56,15:56:00,Updated,Time changed
583,https://dome-auctions.com/administration/auctions/1001/lots/1443/update/,15:56,17:52:00,Updated,Time changed
584,https://dome-auctions.com/administration/auctions/1001/lots/1443/update/,15:56,15:56:00,Updated,Time changed
585,https://dome-auctions.com/administration/auctions/1001/lots/1444/update/,15:56,17:52:00,Updated,Time changed
586,https://dome-auctions.com/administration/auctions/1001/lots/1444/update/,15:57,15:56:00,Updated,Time changed
587,https://dome-auctions.com/administration/auctions/1001/lots/1445/update/,15:57,17:52:00,Updated,Time changed
588,https://dome-auctions.com/administration/auctions/1001/lots/1445/update/,15:57,15:57:00,Updated,Time changed
589,https://dome-auctions.com/administration/auctions/1001/lots/1446/update/,15:57,17:52:00,Updated,Time changed
590,https://dome-auctions.com/administration/auctions/1001/lots/1446/update/,15:57,15:57:00,Updated,Time changed
591,https://dome-auctions.com/administration/auctions/1001/lots/1447/update/,15:58,17:56:00,Updated,Time changed
592,https://dome-auctions.com/administration/auctions/1001/lots/1447/update/,15:58,15:58:00,Updated,Time changed
593,https://dome-auctions.com/administration/auctions/1001/lots/1448/update/,15:58,17:56:00,Updated,Time changed
594,https://dome-auctions.com/administration/auctions/1001/lots/1448/update/,15:58,15:58:00,Updated,Time changed
595,https://dome-auctions.com/administration/auctions/1001/lots/1449/update/,15:58,17:56:00,Updated,Time changed
596,https://dome-auctions.com/administration/auctions/1001/lots/1449/update/,15:59,15:58:00,Updated,Time changed
597,https://dome-auctions.com/administration/auctions/1001/lots/1450/update/,15:59,17:56:00,Updated,Time changed
598,https://dome-auctions.com/administration/auctions/1001/lots/1450/update/,15:59,15:59:00,Updated,Time changed
599,https://dome-auctions.com/administration/auctions/1001/lots/1451/update/,15:59,17:56:00,Updated,Time changed
600,https://dome-auctions.com/administration/auctions/1001/lots/1451/update/,15:59,15:59:00,Updated,Time changed
601,https://dome-auctions.com/administration/auctions/1001/lots/1452/update/,16:00,18:00:00,Updated,Time changed
602,https://dome-auctions.com/administration/auctions/1001/lots/1452/update/,16:00,16:00:00,Updated,Time changed
603,https://dome-auctions.com/administration/auctions/1001/lots/1453/update/,16:00,18:00:00,Updated,Time changed
604,https://dome-auctions.com/administration/auctions/1001/lots/1453/update/,16:00,16:00:00,Updated,Time changed
605,https://dome-auctions.com/administration/auctions/1001/lots/1454/update/,16:00,18:00:00,Updated,Time changed
606,https://dome-auctions.com/administration/auctions/1001/lots/1454/update/,16:01,16:00:00,Updated,Time changed
607,https://dome-auctions.com/administration/auctions/1001/lots/1455/update/,16:01,18:00:00,Updated,Time changed
608,https://dome-auctions.com/administration/auctions/1001/lots/1455/update/,16:01,16:01:00,Updated,Time changed
609,https://dome-auctions.com/administration/auctions/1001/lots/1456/update/,16:01,18:00:00,Updated,Time changed
610,https://dome-auctions.com/administration/auctions/1001/lots/1456/update/,16:01,16:01:00,Updated,Time changed
611,https://dome-auctions.com/administration/auctions/1001/lots/1457/update/,16:02,18:04:00,Updated,Time changed
612,https://dome-auctions.com/administration/auctions/1001/lots/1457/update/,16:02,16:02:00,Updated,Time changed
613,https://dome-auctions.com/administration/auctions/1001/lots/1458/update/,16:02,18:04:00,Updated,Time changed
614,https://dome-auctions.com/administration/auctions/1001/lots/1458/update/,16:02,16:02:00,Updated,Time changed
615,https://dome-auctions.com/administration/auctions/1001/lots/1459/update/,16:02,18:04:00,Updated,Time changed
616,https://dome-auctions.com/administration/auctions/1001/lots/1459/update/,16:03,16:02:00,Updated,Time changed
617,https://dome-auctions.com/administration/auctions/1001/lots/1460/update/,16:03,18:04:00,Updated,Time changed
618,https://dome-auctions.com/administration/auctions/1001/lots/1460/update/,16:03,16:03:00,Updated,Time changed
619,https://dome-auctions.com/administration/auctions/1001/lots/1461/update/,16:03,18:04:00,Updated,Time changed
620,https://dome-auctions.com/administration/auctions/1001/lots/1461/update/,16:03,16:03:00,Updated,Time changed
621,https://dome-auctions.com/administration/auctions/1001/lots/1462/update/,16:04,18:08:00,Updated,Time changed
622,https://dome-auctions.com/administration/auctions/1001/lots/1462/update/,16:04,16:04:00,Updated,Time changed
623,https://dome-auctions.com/administration/auctions/1001/lots/1463/update/,16:04,18:08:00,Updated,Time changed
624,https://dome-auctions.com/administration/auctions/1001/lots/1463/update/,16:04,16:04:00,Updated,Time changed
625,https://dome-auctions.com/administration/auctions/1001/lots/1464/update/,16:04,18:08:00,Updated,Time changed
626,https://dome-auctions.com/administration/auctions/1001/lots/1464/update/,16:05,16:04:00,Updated,Time changed
627,https://dome-auctions.com/administration/auctions/1001/lots/1465/update/,16:05,18:08:00,Updated,Time changed
628,https://dome-auctions.com/administration/auctions/1001/lots/1465/update/,16:05,16:05:00,Updated,Time changed
629,https://dome-auctions.com/administration/auctions/1001/lots/1466/update/,16:05,18:08:00,Updated,Time changed
630,https://dome-auctions.com/administration/auctions/1001/lots/1466/update/,16:05,16:05:00,Updated,Time changed
631,https://dome-auctions.com/administration/auctions/1001/lots/1467/update/,16:06,18:12:00,Updated,Time changed
632,https://dome-auctions.com/administration/auctions/1001/lots/1467/update/,16:06,16:06:00,Updated,Time changed
633,https://dome-auctions.com/administration/auctions/1001/lots/1468/update/,16:06,18:12:00,Updated,Time changed
634,https://dome-auctions.com/administration/auctions/1001/lots/1468/update/,16:06,16:06:00,Updated,Time changed
635,https://dome-auctions.com/administration/auctions/1001/lots/1469/update/,16:06,18:12:00,Updated,Time changed
636,https://dome-auctions.com/administration/auctions/1001/lots/1469/update/,16:07,16:06:00,Updated,Time changed
637,https://dome-auctions.com/administration/auctions/1001/lots/1470/update/,16:07,18:12:00,Updated,Time changed
638,https://dome-auctions.com/administration/auctions/1001/lots/1470/update/,16:07,16:07:00,Updated,Time changed
639,https://dome-auctions.com/administration/auctions/1001/lots/1471/update/,16:07,18:12:00,Updated,Time changed
640,https://dome-auctions.com/administration/auctions/1001/lots/1471/update/,16:07,16:07:00,Updated,Time changed
641,https://dome-auctions.com/administration/auctions/1001/lots/1472/update/,16:08,18:16:00,Updated,Time changed
642,https://dome-auctions.com/administration/auctions/1001/lots/1472/update/,16:08,16:08:00,Updated,Time changed
643,https://dome-auctions.com/administration/auctions/1001/lots/1473/update/,16:08,18:16:00,Updated,Time changed
644,https://dome-auctions.com/administration/auctions/1001/lots/1473/update/,16:08,16:08:00,Updated,Time changed
645,https://dome-auctions.com/administration/auctions/1001/lots/1474/update/,16:08,18:16:00,Updated,Time changed
646,https://dome-auctions.com/administration/auctions/1001/lots/1474/update/,16:09,16:08:00,Updated,Time changed
647,https://dome-auctions.com/administration/auctions/1001/lots/1475/update/,16:09,18:16:00,Updated,Time changed
648,https://dome-auctions.com/administration/auctions/1001/lots/1475/update/,16:09,16:09:00,Updated,Time changed
649,https://dome-auctions.com/administration/auctions/1001/lots/1476/update/,16:09,18:16:00,Updated,Time changed
650,https://dome-auctions.com/administration/auctions/1001/lots/1476/update/,16:09,16:09:00,Updated,Time changed
651,https://dome-auctions.com/administration/auctions/1001/lots/1477/update/,16:10,18:20:00,Updated,Time changed
652,https://dome-auctions.com/administration/auctions/1001/lots/1477/update/,16:10,16:10:00,Updated,Time changed
653,https://dome-auctions.com/administration/auctions/1001/lots/1478/update/,16:10,18:20:00,Updated,Time changed
654,https://dome-auctions.com/administration/auctions/1001/lots/1478/update/,16:10,16:10:00,Updated,Time changed
655,https://dome-auctions.com/administration/auctions/1001/lots/1479/update/,16:10,18:20:00,Updated,Time changed
656,https://dome-auctions.com/administration/auctions/1001/lots/1479/update/,16:11,16:10:00,Updated,Time changed
657,https://dome-auctions.com/administration/auctions/1001/lots/1480/update/,16:11,18:20:00,Updated,Time changed
658,https://dome-auctions.com/administration/auctions/1001/lots/1480/update/,16:11,16:11:00,Updated,Time changed
659,https://dome-auctions.com/administration/auctions/1001/lots/1481/update/,16:11,18:20:00,Updated,Time changed
660,https://dome-auctions.com/administration/auctions/1001/lots/1481/update/,16:11,16:11:00,Updated,Time changed
661,https://dome-auctions.com/administration/auctions/1001/lots/1482/update/,16:12,18:24:00,Updated,Time changed
662,https://dome-auctions.com/administration/auctions/1001/lots/1482/update/,16:12,16:12:00,Updated,Time changed
663,https://dome-auctions.com/administration/auctions/1001/lots/1483/update/,16:12,18:24:00,Updated,Time changed
664,https://dome-auctions.com/administration/auctions/1001/lots/1483/update/,16:12,16:12:00,Updated,Time changed
665,https://dome-auctions.com/administration/auctions/1001/lots/1484/update/,16:12,18:24:00,Updated,Time changed
666,https://dome-auctions.com/administration/auctions/1001/lots/1484/update/,16:13,16:12:00,Updated,Time changed
667,https://dome-auctions.com/administration/auctions/1001/lots/1485/update/,16:13,18:24:00,Updated,Time changed
668,https://dome-auctions.com/administration/auctions/1001/lots/1485/update/,16:13,16:13:00,Updated,Time changed
669,https://dome-auctions.com/administration/auctions/1001/lots/1486/update/,16:13,18:24:00,Updated,Time changed
670,https://dome-auctions.com/administration/auctions/1001/lots/1486/update/,16:13,16:13:00,Updated,Time changed
671,https://dome-auctions.com/administration/auctions/1001/lots/1487/update/,16:14,18:28:00,Updated,Time changed
672,https://dome-auctions.com/administration/auctions/1001/lots/1487/update/,16:14,16:14:00,Updated,Time changed
673,https://dome-auctions.com/administration/auctions/1001/lots/1488/update/,16:14,18:28:00,Updated,Time changed
674,https://dome-auctions.com/administration/auctions/1001/lots/1488/update/,16:14,16:14:00,Updated,Time changed
675,https://dome-auctions.com/administration/auctions/1001/lots/1489/update/,16:14,18:28:00,Updated,Time changed
676,https://dome-auctions.com/administration/auctions/1001/lots/1489/update/,16:15,16:14:00,Updated,Time changed
677,https://dome-auctions.com/administration/auctions/1001/lots/1490/update/,16:15,18:28:00,Updated,Time changed
678,https://dome-auctions.com/administration/auctions/1001/lots/1490/update/,16:15,16:15:00,Updated,Time changed
679,https://dome-auctions.com/administration/auctions/1001/lots/1491/update/,16:15,18:28:00,Updated,Time changed
680,https://dome-auctions.com/administration/auctions/1001/lots/1491/update/,16:15,16:15:00,Updated,Time changed
681,https://dome-auctions.com/administration/auctions/1001/lots/1492/update/,16:16,18:32:00,Updated,Time changed
682,https://dome-auctions.com/administration/auctions/1001/lots/1492/update/,16:16,16:16:00,Updated,Time changed
683,https://dome-auctions.com/administration/auctions/1001/lots/1493/update/,16:16,18:32:00,Updated,Time changed
684,https://dome-auctions.com/administration/auctions/1001/lots/1493/update/,16:16,16:16:00,Updated,Time changed
685,https://dome-auctions.com/administration/auctions/1001/lots/1494/update/,16:16,18:32:00,Updated,Time changed
686,https://dome-auctions.com/administration/auctions/1001/lots/1494/update/,16:17,16:16:00,Updated,Time changed
687,https://dome-auctions.com/administration/auctions/1001/lots/1495/update/,16:17,18:32:00,Updated,Time changed
688,https://dome-auctions.com/administration/auctions/1001/lots/1495/update/,16:17,16:17:00,Updated,Time changed
689,https://dome-auctions.com/administration/auctions/1001/lots/1496/update/,16:17,18:32:00,Updated,Time changed
690,https://dome-auctions.com/administration/auctions/1001/lots/1496/update/,16:17,16:17:00,Updated,Time changed
691,https://dome-auctions.com/administration/auctions/1001/lots/1497/update/,16:18,18:36:00,Updated,Time changed
692,https://dome-auctions.com/administration/auctions/1001/lots/1497/update/,16:18,16:18:00,Updated,Time changed
693,https://dome-auctions.com/administration/auctions/1001/lots/1498/update/,16:18,18:36:00,Updated,Time changed
694,https://dome-auctions.com/administration/auctions/1001/lots/1498/update/,16:18,16:18:00,Updated,Time changed
695,https://dome-auctions.com/administration/auctions/1001/lots/1499/update/,16:18,18:36:00,Updated,Time changed
696,https://dome-auctions.com/administration/auctions/1001/lots/1499/update/,16:19,16:18:00,Updated,Time changed
697,https://dome-auctions.com/administration/auctions/1001/lots/1500/update/,16:19,18:36:00,Updated,Time changed
698,https://dome-auctions.com/administration/auctions/1001/lots/1500/update/,16:19,16:19:00,Updated,Time changed
699,https://dome-auctions.com/administration/auctions/1001/lots/1501/update/,16:19,18:36:00,Updated,Time changed
700,https://dome-auctions.com/administration/auctions/1001/lots/1501/update/,16:19,16:19:00,Updated,Time changed
701,https://dome-auctions.com/administration/auctions/1001/lots/1502/update/,16:20,18:40:00,Updated,Time changed
702,https://dome-auctions.com/administration/auctions/1001/lots/1502/update/,16:20,16:20:00,Updated,Time changed
703,https://dome-auctions.com/administration/auctions/1001/lots/1503/update/,16:20,18:40:00,Updated,Time changed
704,https://dome-auctions.com/administration/auctions/1001/lots/1503/update/,16:20,16:20:00,Updated,Time changed
705,https://dome-auctions.com/administration/auctions/1001/lots/1504/update/,16:20,18:40:00,Updated,Time changed
706,https://dome-auctions.com/administration/auctions/1001/lots/1504/update/,16:21,16:20:00,Updated,Time changed
707,https://dome-auctions.com/administration/auctions/1001/lots/1505/update/,16:21,18:40:00,Updated,Time changed
708,https://dome-auctions.com/administration/auctions/1001/lots/1505/update/,16:21,16:21:00,Updated,Time changed
709,https://dome-auctions.com/administration/auctions/1001/lots/1506/update/,16:21,18:40:00,Updated,Time changed
710,https://dome-auctions.com/administration/auctions/1001/lots/1506/update/,16:21,16:21:00,Updated,Time changed
711,https://dome-auctions.com/administration/auctions/1001/lots/1507/update/,16:22,18:44:00,Updated,Time changed
712,https://dome-auctions.com/administration/auctions/1001/lots/1507/update/,16:22,16:22:00,Updated,Time changed
713,https://dome-auctions.com/administration/auctions/1001/lots/1508/update/,16:22,18:44:00,Updated,Time changed
714,https://dome-auctions.com/administration/auctions/1001/lots/1508/update/,16:22,16:22:00,Updated,Time changed
715,https://dome-auctions.com/administration/auctions/1001/lots/1509/update/,16:22,18:44:00,Updated,Time changed
716,https://dome-auctions.com/administration/auctions/1001/lots/1509/update/,16:23,16:22:00,Updated,Time changed
717,https://dome-auctions.com/administration/auctions/1001/lots/1510/update/,16:23,18:44:00,Updated,Time changed
718,https://dome-auctions.com/administration/auctions/1001/lots/1510/update/,16:23,16:23:00,Updated,Time changed
719,https://dome-auctions.com/administration/auctions/1001/lots/1511/update/,16:23,18:44:00,Updated,Time changed
720,https://dome-auctions.com/administration/auctions/1001/lots/1511/update/,16:23,16:23:00,Updated,Time changed
721,https://dome-auctions.com/administration/auctions/1001/lots/1512/update/,16:24,18:48:00,Updated,Time changed
722,https://dome-auctions.com/administration/auctions/1001/lots/1512/update/,16:24,16:24:00,Updated,Time changed
723,https://dome-auctions.com/administration/auctions/1001/lots/1513/update/,16:24,18:48:00,Updated,Time changed
724,https://dome-auctions.com/administration/auctions/1001/lots/1513/update/,16:24,16:24:00,Updated,Time changed
725,https://dome-auctions.com/administration/auctions/1001/lots/1514/update/,16:24,18:48:00,Updated,Time changed
726,https://dome-auctions.com/administration/auctions/1001/lots/1514/update/,16:25,16:24:00,Updated,Time changed
727,https://dome-auctions.com/administration/auctions/1001/lots/1515/update/,16:25,18:48:00,Updated,Time changed
728,https://dome-auctions.com/administration/auctions/1001/lots/1515/update/,16:25,16:25:00,Updated,Time changed
729,https://dome-auctions.com/administration/auctions/1001/lots/1516/update/,16:25,18:48:00,Updated,Time changed
730,https://dome-auctions.com/administration/auctions/1001/lots/1516/update/,16:25,16:25:00,Updated,Time changed
731,https://dome-auctions.com/administration/auctions/1001/lots/1517/update/,16:26,18:52:00,Updated,Time changed
732,https://dome-auctions.com/administration/auctions/1001/lots/1517/update/,16:26,16:26:00,Updated,Time changed
733,https://dome-auctions.com/administration/auctions/1001/lots/1518/update/,16:26,18:52:00,Updated,Time changed
734,https://dome-auctions.com/administration/auctions/1001/lots/1518/update/,16:26,16:26:00,Updated,Time changed
735,https://dome-auctions.com/administration/auctions/1001/lots/1519/update/,16:26,18:52:00,Updated,Time changed
736,https://dome-auctions.com/administration/auctions/1001/lots/1519/update/,16:27,16:26:00,Updated,Time changed
737,https://dome-auctions.com/administration/auctions/1001/lots/1520/update/,16:27,18:52:00,Updated,Time changed
738,https://dome-auctions.com/administration/auctions/1001/lots/1520/update/,16:27,16:27:00,Updated,Time changed
739,https://dome-auctions.com/administration/auctions/1001/lots/1521/update/,16:27,18:52:00,Updated,Time changed
740,https://dome-auctions.com/administration/auctions/1001/lots/1521/update/,16:27,16:27:00,Updated,Time changed
741,https://dome-auctions.com/administration/auctions/1001/lots/1522/update/,16:28,18:56:00,Updated,Time changed
742,https://dome-auctions.com/administration/auctions/1001/lots/1522/update/,16:28,16:28:00,Updated,Time changed
743,https://dome-auctions.com/administration/auctions/1001/lots/1523/update/,16:28,18:56:00,Updated,Time changed
744,https://dome-auctions.com/administration/auctions/1001/lots/1523/update/,16:28,16:28:00,Updated,Time changed
745,https://dome-auctions.com/administration/auctions/1001/lots/1524/update/,16:28,18:56:00,Updated,Time changed
746,https://dome-auctions.com/administration/auctions/1001/lots/1524/update/,16:29,16:28:00,Updated,Time changed
747,https://dome-auctions.com/administration/auctions/1001/lots/1525/update/,16:29,18:56:00,Updated,Time changed
748,https://dome-auctions.com/administration/auctions/1001/lots/1525/update/,16:29,16:29:00,Updated,Time changed
749,https://dome-auctions.com/administration/auctions/1001/lots/1526/update/,16:29,18:56:00,Updated,Time changed
750,https://dome-auctions.com/administration/auctions/1001/lots/1526/update/,16:30,16:29:00,Updated,Time changed
751,https://dome-auctions.com/administration/auctions/1001/lots/1527/update/,16:30,19:00:00,Updated,Time changed
752,https://dome-auctions.com/administration/auctions/1001/lots/1527/update/,16:30,16:30:00,Updated,Time changed
753,https://dome-auctions.com/administration/auctions/1001/lots/1528/update/,16:30,19:00:00,Updated,Time changed
754,https://dome-auctions.com/administration/auctions/1001/lots/1528/update/,16:30,16:30:00,Updated,Time changed
755,https://dome-auctions.com/administration/auctions/1001/lots/1529/update/,16:31,19:00:00,Updated,Time changed
756,https://dome-auctions.com/administration/auctions/1001/lots/1529/update/,16:31,16:31:00,Updated,Time changed
757,https://dome-auctions.com/administration/auctions/1001/lots/1530/update/,16:31,19:00:00,Updated,Time changed
758,https://dome-auctions.com/administration/auctions/1001/lots/1530/update/,16:31,16:31:00,Updated,Time changed
759,https://dome-auctions.com/administration/auctions/1001/lots/1531/update/,16:31,19:00:00,Updated,Time changed
760,https://dome-auctions.com/administration/auctions/1001/lots/1531/update/,16:32,16:31:00,Updated,Time changed
761,https://dome-auctions.com/administration/auctions/1001/lots/1532/update/,16:32,19:04:00,Updated,Time changed
762,https://dome-auctions.com/administration/auctions/1001/lots/1532/update/,16:32,16:32:00,Updated,Time changed
763,https://dome-auctions.com/administration/auctions/1001/lots/1533/update/,16:32,19:04:00,Updated,Time changed
764,https://dome-auctions.com/administration/auctions/1001/lots/1533/update/,16:32,16:32:00,Updated,Time changed
765,https://dome-auctions.com/administration/auctions/1001/lots/1534/update/,16:33,19:04:00,Updated,Time changed
766,https://dome-auctions.com/administration/auctions/1001/lots/1534/update/,16:33,16:33:00,Updated,Time changed
767,https://dome-auctions.com/administration/auctions/1001/lots/1535/update/,16:33,19:04:00,Updated,Time changed
768,https://dome-auctions.com/administration/auctions/1001/lots/1535/update/,16:33,16:33:00,Updated,Time changed
769,https://dome-auctions.com/administration/auctions/1001/lots/1536/update/,16:33,19:04:00,Updated,Time changed
770,https://dome-auctions.com/administration/auctions/1001/lots/1536/update/,16:34,16:33:00,Updated,Time changed
771,https://dome-auctions.com/administration/auctions/1001/lots/1537/update/,16:34,19:08:00,Updated,Time changed
772,https://dome-auctions.com/administration/auctions/1001/lots/1537/update/,16:34,16:34:00,Updated,Time changed
773,https://dome-auctions.com/administration/auctions/1001/lots/1538/update/,16:34,19:08:00,Updated,Time changed
774,https://dome-auctions.com/administration/auctions/1001/lots/1538/update/,16:34,16:34:00,Updated,Time changed
775,https://dome-auctions.com/administration/auctions/1001/lots/1539/update/,16:35,19:08:00,Updated,Time changed
776,https://dome-auctions.com/administration/auctions/1001/lots/1539/update/,16:35,16:35:00,Updated,Time changed
777,https://dome-auctions.com/administration/auctions/1001/lots/1540/update/,16:35,19:08:00,Updated,Time changed
778,https://dome-auctions.com/administration/auctions/1001/lots/1540/update/,16:35,16:35:00,Updated,Time changed
779,https://dome-auctions.com/administration/auctions/1001/lots/1541/update/,16:35,19:08:00,Updated,Time changed
780,https://dome-auctions.com/administration/auctions/1001/lots/1541/update/,16:36,16:35:00,Updated,Time changed
781,https://dome-auctions.com/administration/auctions/1001/lots/1542/update/,16:36,19:12:00,Updated,Time changed
782,https://dome-auctions.com/administration/auctions/1001/lots/1542/update/,16:36,16:36:00,Updated,Time changed
783,https://dome-auctions.com/administration/auctions/1001/lots/1543/update/,16:36,19:12:00,Updated,Time changed
784,https://dome-auctions.com/administration/auctions/1001/lots/1543/update/,16:36,16:36:00,Updated,Time changed
785,https://dome-auctions.com/administration/auctions/1001/lots/1544/update/,16:37,19:12:00,Updated,Time changed
786,https://dome-auctions.com/administration/auctions/1001/lots/1544/update/,16:37,16:37:00,Updated,Time changed
787,https://dome-auctions.com/administration/auctions/1001/lots/1545/update/,16:37,19:12:00,Updated,Time changed
788,https://dome-auctions.com/administration/auctions/1001/lots/1545/update/,16:37,16:37:00,Updated,Time changed
789,https://dome-auctions.com/administration/auctions/1001/lots/1546/update/,16:37,19:12:00,Updated,Time changed
790,https://dome-auctions.com/administration/auctions/1001/lots/1546/update/,16:38,16:37:00,Updated,Time changed
791,https://dome-auctions.com/administration/auctions/1001/lots/1547/update/,16:38,19:16:00,Updated,Time changed
792,https://dome-auctions.com/administration/auctions/1001/lots/1547/update/,16:38,16:38:00,Updated,Time changed
793,https://dome-auctions.com/administration/auctions/1001/lots/1548/update/,16:38,19:16:00,Updated,Time changed
794,https://dome-auctions.com/administration/auctions/1001/lots/1548/update/,16:38,16:38:00,Updated,Time changed
795,https://dome-auctions.com/administration/auctions/1001/lots/1549/update/,16:39,19:16:00,Updated,Time changed
796,https://dome-auctions.com/administration/auctions/1001/lots/1549/update/,16:39,16:39:00,Updated,Time changed
797,https://dome-auctions.com/administration/auctions/1001/lots/1550/update/,16:39,19:16:00,Updated,Time changed
798,https://dome-auctions.com/administration/auctions/1001/lots/1550/update/,16:39,16:39:00,Updated,Time changed
799,https://dome-auctions.com/administration/auctions/1001/lots/1551/update/,16:39,19:16:00,Updated,Time changed
800,https://dome-auctions.com/administration/auctions/1001/lots/1551/update/,16:40,16:39:00,Updated,Time changed
801,https://dome-auctions.com/administration/auctions/1001/lots/1552/update/,16:40,19:20:00,Updated,Time changed
802,https://dome-auctions.com/administration/auctions/1001/lots/1552/update/,16:40,16:40:00,Updated,Time changed
803,https://dome-auctions.com/administration/auctions/1001/lots/1553/update/,16:40,19:20:00,Updated,Time changed
804,https://dome-auctions.com/administration/auctions/1001/lots/1553/update/,16:40,16:40:00,Updated,Time changed
805,https://dome-auctions.com/administration/auctions/1001/lots/1554/update/,16:41,19:20:00,Updated,Time changed
806,https://dome-auctions.com/administration/auctions/1001/lots/1554/update/,16:41,16:41:00,Updated,Time changed
807,https://dome-auctions.com/administration/auctions/1001/lots/1555/update/,16:41,19:20:00,Updated,Time changed
808,https://dome-auctions.com/administration/auctions/1001/lots/1555/update/,16:41,16:41:00,Updated,Time changed
809,https://dome-auctions.com/administration/auctions/1001/lots/1556/update/,16:41,19:20:00,Updated,Time changed
810,https://dome-auctions.com/administration/auctions/1001/lots/1556/update/,16:42,16:41:00,Updated,Time changed
811,https://dome-auctions.com/administration/auctions/1001/lots/1557/update/,16:42,19:24:00,Updated,Time changed
812,https://dome-auctions.com/administration/auctions/1001/lots/1557/update/,16:42,16:42:00,Updated,Time changed
813,https://dome-auctions.com/administration/auctions/1001/lots/1558/update/,16:42,19:24:00,Updated,Time changed
814,https://dome-auctions.com/administration/auctions/1001/lots/1558/update/,16:42,16:42:00,Updated,Time changed
815,https://dome-auctions.com/administration/auctions/1001/lots/1559/update/,16:43,19:24:00,Updated,Time changed
816,https://dome-auctions.com/administration/auctions/1001/lots/1559/update/,16:43,16:43:00,Updated,Time changed
817,https://dome-auctions.com/administration/auctions/1001/lots/1560/update/,16:43,19:24:00,Updated,Time changed
818,https://dome-auctions.com/administration/auctions/1001/lots/1560/update/,16:43,16:43:00,Updated,Time changed
819,https://dome-auctions.com/administration/auctions/1001/lots/1561/update/,16:43,19:24:00,Updated,Time changed
